product_id,sku,product_name,category,subcategory,brand,unit_cost,selling_price,supplier_id,standard_lead_time_days,minimum_order_quantity,shelf_life_days,is_seasonal,launch_date,product_status
P01270,BEA-01270-7996,Driftwood Premium Shampoo & Conditioner Set,Beauty,Haircare,Driftwood,2.05,4.99,SUP084,43,578,425.0,True,2026-06-23,Seasonal
P01271,BOO-01271-7677,Everline Everyday Literary Fiction Hardcover,Books,Fiction,Everline,5.04,9.99,SUP244,31,455,,False,2026-03-12,Active
P01272,PER-01272-6495,Brightline Essential Protein Powder,Personal Care,Vitamins & Supplements,Brightline,3.7,7.99,SUP288,39,463,133.0,False,2026-05-23,Discontinued
P01273,CLO-01273-4782,Brightline Everyday Running Shoes,Clothing,Footwear,Brightline,5.44,11.99,SUP290,34,426,,False,2025-10-22,Active
P01274,ELE-01274-8033,Quinley Series 2 Smart Plug,Electronics,Smart Home Devices,Quinley,35.71,60.99,SUP215,12,149,,False,2024-08-13,Active
P01275,ELE-01275-9118,Novara Elite Smart Plug,Electronics,Smart Home Devices,Novara,18.01,37.99,SUP261,59,237,,False,2026-05-29,Active
P01276,TOY-01276-2546,Silverpine Signature Kickball Set,Toys,Outdoor Play,Silverpine,6.1,14.99,SUP093,22,238,,False,2026-04-15,Active
P01277,BEA-01277-2355,Vanture Compact Body Mist,Beauty,Fragrances,Vanture,5.73,13.99,SUP164,28,435,106.0,True,2024-09-27,Seasonal
P01278,HOM-01278-6758,Glacier Premium Table Lamp,Home & Kitchen,Home Decor,Glacier,32.17,71.99,SUP188,27,103,,False,2026-03-17,Active
P01279,GRO-01279-9581,Rockridge Pro Sports Drink Case,Grocery,Beverages,Rockridge,6.74,10.99,SUP052,66,368,536.0,True,2025-04-21,Discontinued
P01280,TOY-01280-6825,Trailhaven Advanced Strategy Game,Toys,Board Games & Puzzles,Trailhaven,18.06,43.99,SUP079,19,257,,False,2025-10-21,Active
P01281,CLO-01281-7358,Novara Pro High-Waist Jeans,Clothing,Women's Apparel,Novara,10.93,18.99,SUP099,17,261,,False,2024-11-08,Active
P01282,AUT-01282-3954,Willowbrook Series 2 Floor Mat Set,Automotive,Interior Accessories,Willowbrook,28.29,56.99,SUP019,15,192,,True,2024-08-22,Seasonal
P01283,SPO-01283-5918,Norwell X200 Foam Roller,Sports,Fitness Equipment,Norwell,10.62,20.99,SUP127,36,313,,False,2025-01-01,Active
P01284,PER-01284-2304,Kestrel Deluxe Protein Powder,Personal Care,Vitamins & Supplements,Kestrel,16.22,24.99,SUP231,20,229,124.0,False,2024-06-20,Active
P01285,AUT-01285-5027,Ashford Max Car Charger,Automotive,Car Electronics,Ashford,8.36,17.99,SUP179,24,179,,True,2024-05-08,Seasonal
P01286,GRO-01286-8942,Solstice Lite Sports Drink Case,Grocery,Beverages,Solstice,2.17,3.49,SUP171,54,350,378.0,False,2025-02-01,Active
P01287,SPO-01287-9368,Vertex Compact Foam Roller,Sports,Fitness Equipment,Vertex,32.2,69.99,SUP171,51,181,,False,2026-05-14,Active
P01288,ELE-01288-6333,Silverpine Series 2 Smart Bulb Kit,Electronics,Smart Home Devices,Silverpine,139.67,208.99,SUP008,18,70,,True,2024-02-05,Seasonal
P01289,PER-01289-8287,ClearPath Max Pulse Oximeter,Personal Care,Health Monitoring,ClearPath,4.45,7.99,SUP003,7,415,117.0,False,2024-10-25,Active
P01290,GRO-01290-5064,Pinnacle Essential Pasta Variety Pack,Grocery,Pantry Staples,Pinnacle,6.98,9.99,SUP034,54,179,428.0,True,2024-09-15,Seasonal
P01291,SPO-01291-5945,Sunneva Signature Camping Tent,Sports,Outdoor Recreation,Sunneva,55.62,121.99,SUP274,20,67,,True,2024-07-08,Seasonal
P01292,AUT-01292-4219,Cedarwood Max Car Cover,Automotive,Exterior Accessories,Cedarwood,29.06,52.99,SUP258,39,165,,False,2024-03-07,Active
P01293,HOM-01293-8336,Vanture Essential Throw Pillow Set,Home & Kitchen,Home Decor,Vanture,104.4,217.99,SUP163,43,54,,True,2024-06-09,Seasonal
P01294,AUT-01294-1459,Everline Series 2 Roof Rack,Automotive,Exterior Accessories,Everline,12.05,20.99,SUP106,11,202,,False,2025-04-23,Discontinued
P01295,ELE-01295-6027,Norwell Max Sleep Tracker Ring,Electronics,Wearable Tech,Norwell,19.53,39.99,SUP288,38,227,,False,2025-01-24,Active
P01296,BEA-01296-3754,Vaultis Classic Sunscreen SPF50,Beauty,Skincare,Vaultis,18.48,48.99,SUP019,14,155,86.0,False,2025-07-16,Active
P01297,CLO-01297-7548,Foundry Everyday Wrap Dress,Clothing,Women's Apparel,Foundry,11.67,25.99,SUP022,65,238,,False,2026-02-19,Active
P01298,BEA-01298-5748,Silverpine Advanced Styling Cream,Beauty,Haircare,Silverpine,3.12,8.99,SUP171,59,306,262.0,False,2024-04-11,Active
P01299,BOO-01299-6732,Glacier Pro Popular Science Paperback,Books,Non-Fiction,Glacier,8.21,14.99,SUP159,14,284,,False,2024-10-28,Active
P01300,PER-01300-7508,Pinnacle Compact Water Flosser,Personal Care,Oral Care,Pinnacle,2.82,5.99,SUP294,32,607,485.0,False,2026-03-08,Active
P01301,GRO-01301-2753,Silverpine Premium Baking Mix,Grocery,Pantry Staples,Silverpine,1.82,3.08,SUP241,23,500,349.0,False,2024-08-03,Active
P01302,CLO-01302-7984,Ashford Signature Denim Jacket,Clothing,Men's Apparel,Ashford,5.86,15.99,SUP274,17,366,,False,2024-03-29,Active
P01303,AUT-01303-2957,Everline Everyday Tire Shine Kit,Automotive,Tire & Wheel Care,Everline,9.96,19.99,SUP210,21,275,,True,2024-08-06,Seasonal
P01304,TOY-01304-6713,Halcyon Lite Counting Puzzle,Toys,Educational Toys,Halcyon,16.69,29.99,SUP274,19,245,,False,2024-12-27,Active
P01305,ELE-01305-7496,Copperfield Max Smart Plug,Electronics,Smart Home Devices,Copperfield,53.36,107.99,SUP195,47,90,,False,2024-08-21,Discontinued
P01306,PER-01306-2012,Lumino Premium Whitening Kit,Personal Care,Oral Care,Lumino,7.33,10.99,SUP156,23,405,232.0,False,2025-04-01,Active
P01307,ELE-01307-3522,Vertex X200 Smartwatch Band,Electronics,Wearable Tech,Vertex,33.09,57.99,SUP164,28,129,,False,2024-07-05,Active
P01308,BOO-01308-2883,Timbercrest Advanced Illustrated Novel,Books,Comics & Graphic Novels,Timbercrest,6.63,10.99,SUP270,25,192,,False,2025-06-14,Active
P01309,CLO-01309-9039,BlueStone Compact School Uniform Set,Clothing,Kids' Apparel,BlueStone,6.76,10.99,SUP022,48,202,,True,2026-02-28,Seasonal
P01310,TOY-01310-3960,Rockridge Pro Vehicle Toy Set,Toys,Action Figures & Playsets,Rockridge,28.26,66.99,SUP159,13,195,,False,2024-10-18,Active
P01311,HOM-01311-5790,Rockridge Compact Table Lamp,Home & Kitchen,Home Decor,Rockridge,6.22,10.99,SUP110,6,211,,False,2025-05-09,Discontinued
P01312,HOM-01312-4715,Novara Pro Area Rug,Home & Kitchen,Home Decor,Novara,1.5,3.99,SUP188,27,908,,True,2025-10-12,Seasonal
P01313,TOY-01313-2247,Meridian Elite Strategy Game,Toys,Board Games & Puzzles,Meridian,10.66,27.99,SUP171,53,349,,False,2024-03-01,Active
P01314,HOM-01314-2636,Solstice Deluxe Drawer Dividers,Home & Kitchen,Storage & Organization,Solstice,13.03,28.99,SUP115,39,284,,False,2024-11-07,Active
P01315,CLO-01315-7895,Vanture Signature Running Shoes,Clothing,Footwear,Vanture,11.73,30.99,SUP195,43,215,,False,2025-08-01,Active
P01316,SPO-01316-4376,Amberfield Classic Cycling Gloves,Sports,Cycling,Amberfield,17.14,32.99,SUP159,12,146,,False,2024-08-18,Active
P01317,SPO-01317-7741,Crestmark Essential Basketball,Sports,Team Sports Gear,Crestmark,29.11,66.99,SUP042,16,101,,True,2025-01-10,Seasonal
P01318,HOM-01318-8330,Vaultis Classic Coffee Maker,Home & Kitchen,Small Appliances,Vaultis,12.34,20.99,SUP174,24,202,,False,2025-02-17,Active
P01319,GRO-01319-6856,Norwell Advanced Herbal Tea Sampler,Grocery,Beverages,Norwell,6.97,10.99,SUP008,17,309,115.0,False,2026-05-04,Discontinued
P01320,PER-01320-2546,Harborlight Lite Digital Thermometer,Personal Care,Health Monitoring,Harborlight,4.42,9.99,SUP247,7,392,428.0,False,2024-04-13,Active
P01321,BEA-01321-9179,Ashford Compact Hair Dryer,Beauty,Haircare,Ashford,17.77,36.99,SUP274,16,205,177.0,False,2025-08-01,Active
P01322,ELE-01322-6436,Quinley Lite Smart Plug,Electronics,Smart Home Devices,Quinley,60.75,109.99,SUP020,7,118,,False,2026-05-31,Active
P01323,HOM-01323-7714,Vanture Signature Closet Organizer,Home & Kitchen,Storage & Organization,Vanture,13.44,29.99,SUP064,13,155,,False,2026-04-05,Active
P01324,GRO-01324-9353,Lumino Pro Granola Bites,Grocery,Snacks,Lumino,1.5,2.99,SUP028,58,620,381.0,False,2025-05-16,Active
P01325,PER-01325-7948,Palisade Compact Protein Powder,Personal Care,Vitamins & Supplements,Palisade,5.99,9.99,SUP225,52,409,191.0,False,2024-12-20,Active
P01326,GRO-01326-5246,Timbercrest Lite Pancake Mix,Grocery,Breakfast Foods,Timbercrest,3.46,4.99,SUP019,17,611,528.0,False,2024-05-11,Active
P01327,ELE-01327-5538,Rockridge Ultra Tripod Kit,Electronics,Cameras & Accessories,Rockridge,21.22,31.99,SUP159,12,218,,True,2024-08-26,Seasonal
P01328,CLO-01328-1251,Sunneva Everyday Slim Fit Shirt,Clothing,Men's Apparel,Sunneva,4.64,10.99,SUP108,61,546,,False,2025-12-27,Active
P01329,ELE-01329-7877,Meridian Deluxe Laptop Stand,Electronics,Laptop Accessories,Meridian,94.39,143.99,SUP215,14,93,,False,2024-01-25,Active
P01330,GRO-01330-3060,Solstice Compact Pancake Mix,Grocery,Breakfast Foods,Solstice,8.97,12.99,SUP174,26,381,88.0,False,2025-10-18,Active
P01331,PER-01331-4844,Lumino Max Grooming Kit,Personal Care,Shaving & Grooming,Lumino,3.16,4.99,SUP159,12,661,457.0,True,2026-04-27,Seasonal
P01332,SPO-01332-5430,Foundry Elite Camping Tent,Sports,Outdoor Recreation,Foundry,38.18,71.99,SUP150,46,138,,True,2025-01-27,Seasonal
P01333,ELE-01333-5042,Aurelia Advanced Bluetooth Speaker,Electronics,Headphones & Audio,Aurelia,126.53,227.99,SUP225,59,74,,False,2026-01-07,Discontinued
P01334,BEA-01334-9579,UrbanNest Ultra Eyeshadow Palette,Beauty,Makeup,UrbanNest,3.36,9.99,SUP139,14,389,440.0,False,2026-06-16,Active
P01335,HOM-01335-6405,Glacier Essential Sheet Set,Home & Kitchen,Bedding & Linens,Glacier,8.66,12.99,SUP115,38,371,,False,2025-11-25,Active
P01336,ELE-01336-8543,Crestmark Pro Video Doorbell,Electronics,Smart Home Devices,Crestmark,89.32,137.99,SUP008,18,90,,False,2025-04-01,Active
P01337,BOO-01337-7811,Vanture Compact Bedtime Stories Collection,Books,Children's Books,Vanture,4.91,6.99,SUP068,32,506,,False,2025-05-29,Active
P01338,CLO-01338-6962,Rockridge Advanced Cardigan,Clothing,Women's Apparel,Rockridge,6.34,10.99,SUP102,15,247,,False,2024-07-13,Discontinued
P01339,TOY-01339-1822,Harborlight Everyday Counting Puzzle,Toys,Educational Toys,Harborlight,1.5,3.99,SUP164,22,643,,True,2024-04-30,Seasonal
P01340,AUT-01340-2391,Comet Max Steering Wheel Cover,Automotive,Interior Accessories,Comet,12.12,17.99,SUP192,58,148,,False,2025-12-22,Active
P01341,HOM-01341-5359,Foundry Essential Shelving Unit,Home & Kitchen,Storage & Organization,Foundry,36.52,73.99,SUP288,36,172,,False,2025-04-18,Active
P01342,PER-01342-8519,Timbercrest Deluxe Multivitamin Bottle,Personal Care,Vitamins & Supplements,Timbercrest,3.26,6.99,SUP069,34,599,75.0,True,2026-04-27,Seasonal
P01343,CLO-01343-1120,Halcyon Compact Slim Fit Shirt,Clothing,Men's Apparel,Halcyon,14.89,38.99,SUP159,14,251,,True,2025-11-08,Seasonal
P01344,GRO-01344-8510,Solstice Elite Pancake Mix,Grocery,Breakfast Foods,Solstice,5.38,9.99,SUP218,45,340,123.0,False,2024-08-27,Active
P01345,AUT-01345-5515,Glacier Max Dash Cam,Automotive,Car Electronics,Glacier,6.23,12.99,SUP079,19,192,,False,2026-05-27,Active
P01346,ELE-01346-5928,Sunneva Compact Security Camera,Electronics,Smart Home Devices,Sunneva,42.18,85.99,SUP159,14,162,,False,2024-01-07,Active
P01347,CLO-01347-4896,Quinley Everyday Plus Crew Neck Tee 3-Pack,Clothing,Men's Apparel,Quinley,9.8,21.99,SUP115,41,233,,False,2024-03-28,Active
P01348,SPO-01348-5313,Timbercrest Pro Camp Chair,Sports,Outdoor Recreation,Timbercrest,113.3,162.99,SUP114,8,53,,False,2025-07-09,Discontinued
P01349,GRO-01349-1556,Driftwood Advanced Pasta Sauce Jar,Grocery,Condiments & Sauces,Driftwood,4.63,6.99,SUP018,55,508,380.0,False,2025-07-05,Active
P01350,AUT-01350-4971,Sunneva Ultra Socket Wrench Set,Automotive,Tools & Equipment,Sunneva,12.11,23.99,SUP008,18,172,,False,2025-10-30,Active
P01351,HOM-01351-4190,Harborlight Premium Comforter,Home & Kitchen,Bedding & Linens,Harborlight,6.02,14.99,SUP075,28,242,,True,2025-08-13,Seasonal
P01352,AUT-01352-4778,Quinley Max Dash Cam,Automotive,Car Electronics,Quinley,10.35,18.99,SUP274,22,244,,False,2024-08-25,Active
P01353,ELE-01353-3537,Silverpine Series 2 Over-Ear Headphones,Electronics,Headphones & Audio,Silverpine,24.74,46.99,SUP043,18,150,,False,2024-05-15,Active
P01354,HOM-01354-6178,Vaultis Premium Storage Bin Set,Home & Kitchen,Storage & Organization,Vaultis,26.07,59.99,SUP018,53,201,,True,2026-05-28,Seasonal
P01355,BEA-01355-9036,Timbercrest X200 Eyeshadow Palette,Beauty,Makeup,Timbercrest,3.89,8.99,SUP171,54,612,235.0,False,2024-11-04,Active
P01356,AUT-01356-1796,Ironclad X200 Wheel Cleaner,Automotive,Tire & Wheel Care,Ironclad,19.83,32.99,SUP285,23,139,,False,2024-06-01,Active
P01357,HOM-01357-4942,Timbercrest Premium Area Rug,Home & Kitchen,Home Decor,Timbercrest,30.29,68.99,SUP018,52,103,,False,2024-03-04,Active
P01358,AUT-01358-3257,Fernwood X200 Backup Camera,Automotive,Car Electronics,Fernwood,22.06,40.99,SUP215,14,161,,False,2025-12-31,Active
P01359,HOM-01359-1787,Comet Max Wall Art Set,Home & Kitchen,Home Decor,Comet,23.41,48.99,SUP022,52,152,,False,2026-02-09,Active
P01360,BEA-01360-7846,UrbanNest Everyday Vitamin C Serum,Beauty,Skincare,UrbanNest,6.67,13.99,SUP028,55,407,305.0,False,2026-03-10,Active
P01361,GRO-01361-4601,Vaultis Classic BBQ Sauce,Grocery,Condiments & Sauces,Vaultis,2.06,3.36,SUP274,16,398,205.0,False,2026-02-16,Active
P01362,ELE-01362-5730,Kestrel Classic Car Mount,Electronics,Mobile Accessories,Kestrel,464.01,648.99,SUP200,73,22,,False,2024-06-04,Active
P01363,PER-01363-6779,Palisade Deluxe Blood Pressure Monitor,Personal Care,Health Monitoring,Palisade,3.41,5.99,SUP159,12,345,303.0,False,2024-01-14,Active
P01364,BEA-01364-2777,BlueStone Essential Eau de Parfum,Beauty,Fragrances,BlueStone,27.42,55.99,SUP032,47,94,540.0,True,2025-04-02,Seasonal
P01365,SPO-01365-9246,Harborlight Classic Massage Roller,Sports,Yoga & Wellness,Harborlight,6.8,12.99,SUP159,15,198,,False,2025-04-08,Active
P01366,CLO-01366-9065,Halcyon Lite Training Jacket,Clothing,Activewear,Halcyon,6.97,14.99,SUP018,48,315,,True,2024-01-26,Seasonal
P01367,CLO-01367-8853,Trailhaven Compact High-Waist Jeans,Clothing,Women's Apparel,Trailhaven,5.07,10.99,SUP112,29,495,,True,2026-03-10,Seasonal
P01368,BOO-01368-3507,Glacier Lite Fantasy Trilogy Box Set,Books,Fiction,Glacier,2.31,3.99,SUP201,15,730,,False,2025-08-08,Active
P01369,AUT-01369-4952,Cedarwood Ultra License Plate Frame,Automotive,Exterior Accessories,Cedarwood,7.66,15.99,SUP159,14,218,,True,2025-09-13,Seasonal
P01370,SPO-01370-3437,Willowbrook Essential Team Jersey,Sports,Team Sports Gear,Willowbrook,10.29,21.99,SUP192,73,175,,True,2025-05-13,Seasonal
P01371,CLO-01371-6696,Foundry Lite Performance Tank,Clothing,Activewear,Foundry,4.67,7.99,SUP026,37,425,,True,2026-06-24,Seasonal
P01372,BOO-01372-3654,Silverpine Elite Literary Fiction Hardcover,Books,Fiction,Silverpine,7.83,10.99,SUP218,51,249,,False,2025-12-10,Active
P01373,BOO-01373-9705,Foundry Advanced Early Reader Set,Books,Children's Books,Foundry,6.5,12.99,SUP283,29,325,,True,2025-06-11,Seasonal
P01374,BEA-01374-3216,Solstice Essential Body Wash,Beauty,Bath & Body,Solstice,4.72,9.99,SUP274,19,458,119.0,False,2025-04-02,Active
P01375,BOO-01375-2340,Driftwood Ultra Graphic Novel Vol. 1,Books,Comics & Graphic Novels,Driftwood,5.9,8.99,SUP022,66,458,,False,2026-01-31,Active
P01376,BEA-01376-5405,Timbercrest Signature Cleansing Foam,Beauty,Skincare,Timbercrest,2.2,4.99,SUP022,62,430,73.0,False,2024-11-18,Active
P01377,TOY-01377-8947,Quinley Ultra Action Figure,Toys,Action Figures & Playsets,Quinley,7.07,15.99,SUP152,9,195,,False,2026-02-24,Discontinued
P01378,PER-01378-1262,Vanture Everyday Plus Whitening Kit,Personal Care,Oral Care,Vanture,8.84,16.99,SUP156,20,209,451.0,False,2024-05-04,Active
P01379,PER-01379-8617,Vaultis Classic Digital Thermometer,Personal Care,Health Monitoring,Vaultis,4.78,7.99,SUP258,39,401,507.0,False,2024-02-02,Active
P01380,AUT-01380-8322,Pinnacle Classic Tire Shine Kit,Automotive,Tire & Wheel Care,Pinnacle,54.09,79.99,SUP102,19,65,,False,2024-02-16,Active
P01381,BOO-01381-9230,Ostrom Compact Literary Fiction Hardcover,Books,Fiction,Ostrom,3.18,4.99,SUP152,8,409,,False,2024-11-30,Active
P01382,TOY-01382-5988,Ironclad Deluxe Collectible Figure 3-Pack,Toys,Action Figures & Playsets,Ironclad,34.89,58.99,SUP048,24,107,,False,2025-04-27,Active
P01383,HOM-01383-9700,Timbercrest Pro Coffee Maker,Home & Kitchen,Small Appliances,Timbercrest,26.84,49.99,SUP275,4,99,,False,2026-03-28,Active
P01384,CLO-01384-4622,Pinnacle Deluxe Toddler Joggers,Clothing,Kids' Apparel,Pinnacle,9.04,14.99,SUP027,49,381,,False,2026-04-18,Active
P01385,GRO-01385-2482,Willowbrook Essential BBQ Sauce,Grocery,Condiments & Sauces,Willowbrook,2.45,3.99,SUP271,38,722,402.0,False,2024-01-29,Discontinued
P01386,ELE-01386-1178,Glacier X200 Wireless Mouse,Electronics,Laptop Accessories,Glacier,14.99,24.99,SUP270,20,221,,False,2025-11-29,Active
P01387,PER-01387-6044,Meridian Signature Grooming Kit,Personal Care,Shaving & Grooming,Meridian,2.92,4.99,SUP012,26,668,140.0,True,2024-07-02,Seasonal
P01388,AUT-01388-1519,Fernwood Advanced License Plate Frame,Automotive,Exterior Accessories,Fernwood,17.4,27.99,SUP225,49,154,,False,2024-12-24,Active
P01389,CLO-01389-2489,Brightline Elite Performance Tank,Clothing,Activewear,Brightline,45.58,107.99,SUP084,48,144,,False,2026-02-21,Active
P01390,GRO-01390-9645,Ostrom Everyday Plus Pancake Mix,Grocery,Breakfast Foods,Ostrom,7.69,10.99,SUP052,66,340,500.0,False,2026-06-16,Active
P01391,SPO-01391-3434,Brightline Essential Sleeping Bag,Sports,Outdoor Recreation,Brightline,11.82,27.99,SUP115,45,180,,False,2025-12-24,Active
P01392,BEA-01392-2524,Everline Premium Vitamin C Serum,Beauty,Skincare,Everline,2.77,7.99,SUP274,20,595,478.0,False,2024-06-16,Active
P01393,TOY-01393-8148,Foundry X200 Model Kit,Toys,Building Sets,Foundry,7.69,12.99,SUP115,38,298,,True,2024-02-04,Seasonal
P01394,PER-01394-3826,Everline Premium Razor Set,Personal Care,Shaving & Grooming,Everline,6.03,11.99,SUP057,44,336,505.0,False,2026-06-28,Active
P01395,GRO-01395-8912,Solstice Advanced Trail Mix,Grocery,Snacks,Solstice,4.76,6.99,SUP156,23,526,544.0,False,2024-08-02,Active
P01396,HOM-01396-3529,ClearPath X200 Stand Mixer,Home & Kitchen,Small Appliances,ClearPath,38.84,80.99,SUP115,42,110,,False,2024-07-28,Active
P01397,GRO-01397-5114,BlueStone Max Herbal Tea Sampler,Grocery,Beverages,BlueStone,5.99,9.99,SUP008,16,460,502.0,False,2025-04-20,Active
P01398,ELE-01398-1276,Foundry Premium Smartwatch Band,Electronics,Wearable Tech,Foundry,80.89,168.99,SUP042,15,104,,False,2024-06-02,Active
P01399,BEA-01399-7728,UrbanNest Everyday Plus Loofah & Soap Set,Beauty,Bath & Body,UrbanNest,14.19,33.99,SUP008,19,197,190.0,False,2025-08-30,Active
P01400,ELE-01400-9149,Brightline Series 2 Sleep Tracker Ring,Electronics,Wearable Tech,Brightline,49.38,78.99,SUP155,41,131,,False,2026-02-21,Active
P01401,ELE-01401-2840,Willowbrook Advanced Tripod Kit,Electronics,Cameras & Accessories,Willowbrook,34.6,67.99,SUP176,56,86,,False,2024-11-11,Active
P01402,GRO-01402-6981,Cedarwood Compact Rice 5lb Bag,Grocery,Pantry Staples,Cedarwood,3.82,5.99,SUP210,22,434,322.0,False,2025-03-03,Active
P01403,HOM-01403-5072,Novara Pro Cast Iron Skillet,Home & Kitchen,Cookware,Novara,18.97,32.99,SUP050,65,112,,False,2026-03-31,Active
P01404,SPO-01404-8809,Ostrom Classic Bike Lock,Sports,Cycling,Ostrom,36.72,54.99,SUP241,27,92,,True,2026-03-24,Seasonal
P01405,ELE-01405-1037,UrbanNest Elite Screen Protector 2-Pack,Electronics,Mobile Accessories,UrbanNest,43.23,61.99,SUP115,38,100,,False,2024-03-26,Active
P01406,AUT-01406-9663,Silverpine Pro Tire Inflator,Automotive,Tire & Wheel Care,Silverpine,77.65,143.99,SUP012,25,54,,False,2025-11-13,Active
P01407,HOM-01407-8007,Glacier Everyday Plus Air Fryer,Home & Kitchen,Small Appliances,Glacier,13.77,26.99,SUP274,18,286,,True,2024-01-19,Seasonal
P01408,ELE-01408-5585,Halcyon Deluxe Soundbar,Electronics,Headphones & Audio,Halcyon,23.12,49.99,SUP196,37,213,,False,2024-05-22,Active
P01409,ELE-01409-3398,Foundry Ultra Camera Backpack,Electronics,Cameras & Accessories,Foundry,53.75,93.99,SUP159,11,58,,False,2025-07-26,Active
P01410,SPO-01410-3500,Norwell Series 2 Camp Chair,Sports,Outdoor Recreation,Norwell,14.67,26.99,SUP012,32,136,,False,2024-04-21,Active
P01411,GRO-01411-1307,Quinley Elite Cereal Box,Grocery,Breakfast Foods,Quinley,3.14,4.99,SUP008,21,665,542.0,False,2024-06-16,Active
P01412,CLO-01412-1664,Copperfield Advanced Crew Neck Tee 3-Pack,Clothing,Men's Apparel,Copperfield,15.25,40.99,SUP159,15,116,,False,2025-02-11,Active
P01413,ELE-01413-4164,UrbanNest X200 Laptop Sleeve,Electronics,Laptop Accessories,UrbanNest,48.67,86.99,SUP263,49,149,,False,2025-01-14,Active
P01414,PER-01414-6634,Meridian Premium Cotton Swabs Bulk,Personal Care,Personal Hygiene,Meridian,5.74,9.99,SUP177,17,368,176.0,True,2025-05-27,Seasonal
P01415,ELE-01415-4220,NorthPoint Everyday Plus Lens Filter Set,Electronics,Cameras & Accessories,NorthPoint,407.44,747.99,SUP005,39,35,,False,2026-04-19,Active
P01416,BEA-01416-1740,Crestmark Classic Body Mist,Beauty,Fragrances,Crestmark,2.86,8.99,SUP174,28,306,301.0,False,2025-01-20,Active
P01417,AUT-01417-7475,Kestrel Essential Mud Flap Set,Automotive,Exterior Accessories,Kestrel,24.95,49.99,SUP090,22,136,,False,2024-10-06,Discontinued
P01418,HOM-01418-1990,Kestrel Lite Shelving Unit,Home & Kitchen,Storage & Organization,Kestrel,26.82,52.99,SUP027,42,191,,False,2024-07-12,Active
P01419,GRO-01419-4296,Palisade Series 2 Salad Dressing Set,Grocery,Condiments & Sauces,Palisade,5.59,7.99,SUP245,14,298,505.0,True,2026-03-10,Seasonal
P01420,TOY-01420-9800,Silverpine Signature Water Blaster,Toys,Outdoor Play,Silverpine,2.15,3.99,SUP162,53,801,,False,2024-07-17,Active
P01421,GRO-01421-3708,Glacier Advanced Breakfast Bar Box,Grocery,Breakfast Foods,Glacier,4.23,5.99,SUP211,22,415,75.0,False,2024-01-04,Active
P01422,ELE-01422-4201,Ironclad Lite Wireless Charger,Electronics,Mobile Accessories,Ironclad,95.94,159.99,SUP032,50,95,,False,2025-04-10,Active
P01423,BEA-01423-1073,Palisade Lite Loofah & Soap Set,Beauty,Bath & Body,Palisade,16.97,29.99,SUP026,38,237,81.0,False,2025-10-29,Discontinued
P01424,ELE-01424-1294,Ashford Elite Fitness Tracker,Electronics,Wearable Tech,Ashford,58.22,114.99,SUP152,9,94,,False,2024-01-14,Active
P01425,PER-01425-8034,Copperfield Classic Grooming Kit,Personal Care,Shaving & Grooming,Copperfield,7.72,14.99,SUP158,21,379,221.0,True,2025-08-03,Seasonal
P01426,BOO-01426-3193,Ironclad Pro Short Story Collection,Books,Fiction,Ironclad,11.96,19.99,SUP164,24,303,,True,2025-02-04,Seasonal
P01427,BOO-01427-1658,BlueStone Lite Popular Science Paperback,Books,Non-Fiction,BlueStone,5.3,8.99,SUP215,12,505,,False,2025-12-09,Active
P01428,HOM-01428-9104,Timbercrest Pro Storage Bin Set,Home & Kitchen,Storage & Organization,Timbercrest,29.38,57.99,SUP188,29,90,,False,2024-01-31,Active
P01429,SPO-01429-4083,Comet Deluxe Camping Tent,Sports,Outdoor Recreation,Comet,23.7,45.99,SUP192,65,201,,False,2026-03-29,Discontinued
P01430,SPO-01430-1973,ClearPath Ultra Bike Helmet,Sports,Cycling,ClearPath,20.16,44.99,SUP035,28,198,,False,2026-03-07,Active
P01431,ELE-01431-3216,Cedarwood Essential Camera Backpack,Electronics,Cameras & Accessories,Cedarwood,61.44,83.99,SUP115,36,110,,True,2025-09-18,Seasonal
P01432,AUT-01432-2314,Halcyon Essential Tool Kit,Automotive,Tools & Equipment,Halcyon,21.37,39.99,SUP171,45,230,,False,2025-07-19,Discontinued
P01433,CLO-01433-9594,Harborlight Advanced Blouse,Clothing,Women's Apparel,Harborlight,3.67,8.99,SUP154,13,268,,False,2025-10-04,Active
P01434,TOY-01434-8140,NorthPoint Max Counting Puzzle,Toys,Educational Toys,NorthPoint,14.29,30.99,SUP077,20,256,,False,2024-05-26,Active
P01435,GRO-01435-6455,Palisade Advanced Herbal Tea Sampler,Grocery,Beverages,Palisade,3.34,5.99,SUP275,5,417,297.0,False,2026-03-28,Active
P01436,ELE-01436-7514,Meridian Signature Smart Bulb Kit,Electronics,Smart Home Devices,Meridian,191.63,285.99,SUP028,52,55,,False,2025-12-01,Active
P01437,SPO-01437-1261,Meridian Everyday Sleeping Bag,Sports,Outdoor Recreation,Meridian,18.2,37.99,SUP290,36,142,,False,2025-11-19,Active
P01438,TOY-01438-4952,Quinley Classic Sidewalk Chalk Set,Toys,Outdoor Play,Quinley,15.17,29.99,SUP230,37,167,,False,2025-03-25,Active
P01439,BEA-01439-7079,Cedarwood Everyday Eau de Parfum,Beauty,Fragrances,Cedarwood,7.76,19.99,SUP171,47,323,538.0,True,2024-05-08,Seasonal
